seed,mu,E,client,measured_delta,grad_norm_at_w0,exact_solve_iters
0,0.5,2,3,0.23113200290409738,2.70339122003791,3000
0,0.5,2,4,0.20264665398609047,1.8863118917032797,3000
0,0.5,2,5,0.6661297338935382,3.7242765707844425,3000
0,0.5,2,6,1.3030546073898148,5.110804209579576,3000
0,0.5,2,7,0.3259050141636772,1.0714384012209426,3000
0,0.5,2,8,0.41383798812442785,3.1958123443426714,3000
0,0.5,2,9,0.8964746308777466,4.2139813295610296,3000
0,0.5,2,10,0.32003788869781935,3.439528000400227,3000
0,0.5,2,11,0.17958651607643647,1.8127084768747979,3000
0,0.5,2,12,0.6493155320633256,3.6932133803977036,3000
0,0.5,2,13,0.2958397653663971,2.938452666868414,3000
0,0.5,2,14,0.3035337761532321,2.9427433115271953,3000
0,0.5,2,15,2.4934710095557335,3.037461162199718,3000
0,0.5,2,16,0.7171992673785876,2.369561562452599,3000
0,0.5,2,17,0.48569733971200074,2.1950998244769973,3000
0,0.5,2,18,1.3210098753002695,5.149973210214156,3000
0,0.5,2,19,0.1101808692303145,2.351274470087229,3000
0,0.5,5,0,0.42906441278452745,6.159385642685968,3000
0,0.5,5,1,0.21965257757057546,3.1789750284436193,3000
0,0.5,5,2,0.023482277379095213,2.0367976708378954,3000
0,0.5,5,3,0.050557060300255044,2.70339122003791,3000
0,0.5,5,4,0.04786093090454049,1.8863118917032797,3000
0,0.5,5,5,0.03001047044727737,3.7242765707844425,3000
0,0.5,5,6,0.20478002110869792,5.110804209579576,3000
0,0.5,5,7,0.10744606915764184,1.0714384012209426,3000
0,0.5,5,8,0.019747205915595117,3.1958123443426714,3000
0,0.5,5,9,0.046917355714633666,4.2139813295610296,3000
0,0.5,5,10,0.33294003716463405,3.439528000400227,3000
0,0.5,5,11,0.06384407018202237,1.8127084768747979,3000
0,0.5,5,12,0.027488483279329068,3.6932133803977036,3000
0,0.5,5,13,0.01419587296213668,2.938452666868414,3000
0,0.5,5,14,0.022128621296333428,2.9427433115271953,3000
0,0.5,5,15,2.5120636796101703,3.037461162199718,3000
0,0.5,5,16,1.577138212443594,2.369561562452599,3000
0,0.5,5,17,0.904777415238789,2.1950998244769973,3000
0,0.5,5,18,0.2120738852277433,5.149973210214156,3000
0,0.5,5,19,0.022621675824303838,2.351274470087229,3000
0,0.5,10,0,0.005557844867193541,6.159385642685968,3000
0,0.5,10,1,0.014789377011977172,3.1789750284436193,3000
0,0.5,10,2,0.0032187802109401044,2.0367976708378954,3000
0,0.5,10,3,0.008828754928678273,2.70339122003791,3000
0,0.5,10,4,0.006577077497022771,1.8863118917032797,3000
0,0.5,10,5,0.0052202987158525655,3.7242765707844425,3000
0,0.5,10,6,0.007082060600682264,5.110804209579576,3000
0,0.5,10,7,0.01792566605383804,1.0714384012209426,3000
0,0.5,10,8,0.004264342135904289,3.1958123443426714,3000
0,0.5,10,9,0.002717318577355812,4.2139813295610296,3000
0,0.5,10,10,0.37538930799316916,3.439528000400227,3000
0,0.5,10,11,0.012120924711807238,1.8127084768747979,3000
0,0.5,10,12,0.005522323761842802,3.6932133803977036,3000
0,0.5,10,13,0.0028607427542424292,2.938452666868414,3000
0,0.5,10,14,0.00426715897128558,2.9427433115271953,3000
0,0.5,10,15,1.5175785673942581,3.037461162199718,3000
0,0.5,10,16,0.042961592082367835,2.369561562452599,3000
0,0.5,10,17,0.0317327246124772,2.1950998244769973,3000
0,0.5,10,18,0.0032106375186782697,5.149973210214156,3000
0,0.5,10,19,0.0036993565080945838,2.351274470087229,3000
0,0.5,20,0,0.0002447829916621451,6.159385642685968,3000
0,0.5,20,1,0.0011056371374304076,3.1789750284436193,3000
0,0.5,20,2,9.70914166846185e-05,2.0367976708378954,3000
0,0.5,20,3,0.0003240212499115475,2.70339122003791,3000
0,0.5,20,4,0.0002283013577941106,1.8863118917032797,3000
0,0.5,20,5,0.00017449455314197778,3.7242765707844425,3000
0,0.5,20,6,0.0003145931162832179,5.110804209579576,3000
0,0.5,20,7,0.0005835366479772103,1.0714384012209426,3000
0,0.5,20,8,0.0002034508014129988,3.1958123443426714,3000
0,0.5,20,9,0.00012475127803184214,4.2139813295610296,3000
